ods_code,provider,cancer,care,total_trt,less62wt,more62wt,wtgrp1,wtgrp2,wtgrp3,wtgrp4,wtgrp5,wtgrp6,wtgrp7,wtgrp8,breachpercent,shmi_value,shmi_banding,SHMI_merge,beds_day,bedDay_merge,beds_night,bedNight_merge,_Anaesthetics,_Clinical_oncology,_Emergency_Medicine,_General_medicine_group,_Pathology_group,_Radiology_group,_Surgical_group,hee_region_code,hee_regions,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,totstaff_merge,medstaff_merge,_Nurse_HealthVisitors,_STT,_Support_Clinical,_Support_STT,nonmedstaff_merge,ytd_plan,ytd_actual,finance_merge
RN7,DARTFORD AND GRAVESHAM NHS TRUST,Lung,ALL CARE,9.5,3.5,6,0,1,0,2.5,1.5,2.5,1.5,.5,.63157892,1.0378,2,matched (3),63,matched (3),526.6444444444444,matched (3),51.5,,38.599998,94.050003,13,15.45,80.909088,YDF29," Kent, Surrey and Sussex",117.80909,,,,28.5,,16.6,23,,,matched (3),matched (3),817.36517,301.24985,739.68762,165.27383,matched (3),6121,-382,matched (3)
RN7,DARTFORD AND GRAVESHAM NHS TRUST,Breast,ADMITTED,36.5,36.5,0,12,5,8.5,11,0,0,0,0,0,1.0378,2,matched (3),63,matched (3),526.6444444444444,matched (3),51.5,,38.599998,94.050003,13,15.45,80.909088,YDF29," Kent, Surrey and Sussex",117.80909,,,,28.5,,16.6,23,,,matched (3),matched (3),817.36517,301.24985,739.68762,165.27383,matched (3),6121,-382,matched (3)
RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,Lower Gastrointestinal,ALL CARE,53.5,37,16.5,2,8,5,22,4,6,2.5,4,.30841121,1.0203,2,matched (3),119.4666666666667,matched (3),1012.655555555556,matched (3),123.90909,26.5,65.324997,235.23674,22.6,30.924999,207.2,YDF21, East Midlands,316.2316,5.75,64.892502,,197.80354,,42.5,49.5,1.54546,.47272998,matched (3),matched (3),2005.7777,893.01227,1886.2885,454.02438,matched (3),-11216,-9149,matched (3)
RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,Breast,ADMITTED,41,40,1,15,13,10,2,1,0,0,0,.024390243,1.0203,2,matched (3),119.4666666666667,matched (3),1012.655555555556,matched (3),123.90909,26.5,65.324997,235.23674,22.6,30.924999,207.2,YDF21, East Midlands,316.2316,5.75,64.892502,,197.80354,,42.5,49.5,1.54546,.47272998,matched (3),matched (3),2005.7777,893.01227,1886.2885,454.02438,matched (3),-11216,-9149,matched (3)
RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,Breast,ALL CARE,52,51,1,25,13,10,3,1,0,0,0,.01923077,1.0203,2,matched (3),119.4666666666667,matched (3),1012.655555555556,matched (3),123.90909,26.5,65.324997,235.23674,22.6,30.924999,207.2,YDF21, East Midlands,316.2316,5.75,64.892502,,197.80354,,42.5,49.5,1.54546,.47272998,matched (3),matched (3),2005.7777,893.01227,1886.2885,454.02438,matched (3),-11216,-9149,matched (3)
RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,Breast,NON-ADMITTED,11,11,0,10,0,0,1,0,0,0,0,0,1.0203,2,matched (3),119.4666666666667,matched (3),1012.655555555556,matched (3),123.90909,26.5,65.324997,235.23674,22.6,30.924999,207.2,YDF21, East Midlands,316.2316,5.75,64.892502,,197.80354,,42.5,49.5,1.54546,.47272998,matched (3),matched (3),2005.7777,893.01227,1886.2885,454.02438,matched (3),-11216,-9149,matched (3)
RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,Lung,ADMITTED,28,22,6,0,2.5,3,16.5,2.5,2.5,0,1,.21428572,1.0203,2,matched (3),119.4666666666667,matched (3),1012.655555555556,matched (3),123.90909,26.5,65.324997,235.23674,22.6,30.924999,207.2,YDF21, East Midlands,316.2316,5.75,64.892502,,197.80354,,42.5,49.5,1.54546,.47272998,matched (3),matched (3),2005.7777,893.01227,1886.2885,454.02438,matched (3),-11216,-9149,matched (3)
RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,Lung,ALL CARE,35.5,28,7.5,4,2.5,4,17.5,3,3.5,0,1,.21126761,1.0203,2,matched (3),119.4666666666667,matched (3),1012.655555555556,matched (3),123.90909,26.5,65.324997,235.23674,22.6,30.924999,207.2,YDF21, East Midlands,316.2316,5.75,64.892502,,197.80354,,42.5,49.5,1.54546,.47272998,matched (3),matched (3),2005.7777,893.01227,1886.2885,454.02438,matched (3),-11216,-9149,matched (3)
RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,Lung,NON-ADMITTED,7.5,6,1.5,4,0,1,1,.5,1,0,0,.2,1.0203,2,matched (3),119.4666666666667,matched (3),1012.655555555556,matched (3),123.90909,26.5,65.324997,235.23674,22.6,30.924999,207.2,YDF21, East Midlands,316.2316,5.75,64.892502,,197.80354,,42.5,49.5,1.54546,.47272998,matched (3),matched (3),2005.7777,893.01227,1886.2885,454.02438,matched (3),-11216,-9149,matched (3)
RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,Lower Gastrointestinal,NON-ADMITTED,5,4,1,0,1,2,1,0,0,0,1,.2,1.0203,2,matched (3),119.4666666666667,matched (3),1012.655555555556,matched (3),123.90909,26.5,65.324997,235.23674,22.6,30.924999,207.2,YDF21, East Midlands,316.2316,5.75,64.892502,,197.80354,,42.5,49.5,1.54546,.47272998,matched (3),matched (3),2005.7777,893.01227,1886.2885,454.02438,matched (3),-11216,-9149,matched (3)
RTG,DERBY TEACHING HOSPITALS NHS FOUNDATION TRUST,Lower Gastrointestinal,ADMITTED,48.5,33,15.5,2,7,3,21,4,6,2.5,3,.31958762,1.0203,2,matched (3),119.4666666666667,matched (3),1012.655555555556,matched (3),123.90909,26.5,65.324997,235.23674,22.6,30.924999,207.2,YDF21, East Midlands,316.2316,5.75,64.892502,,197.80354,,42.5,49.5,1.54546,.47272998,matched (3),matched (3),2005.7777,893.01227,1886.2885,454.02438,matched (3),-11216,-9149,matched (3)
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,Lung,NON-ADMITTED,7,5.5,1.5,3,0,1,1.5,0,1,0,.5,.21428572,1.0362999,2,matched (3),114.6888888888889,matched (3),848.8333333333334,matched (3),74.143181,,45,185.70999,14.85,10.15,131.21208,YDF23, Yorkshire and the Humber,211.99617,23.68409,46.785,,71.5,48.5,,24,,,matched (3),matched (3),1398.7214,607.34839,1339.7158,460.34268,matched (3),-26468,-7293,matched (3)
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,Lower Gastrointestinal,NON-ADMITTED,6,5,1,0,1,2.5,1.5,0,.5,.5,0,.16666667,1.0362999,2,matched (3),114.6888888888889,matched (3),848.8333333333334,matched (3),74.143181,,45,185.70999,14.85,10.15,131.21208,YDF23, Yorkshire and the Humber,211.99617,23.68409,46.785,,71.5,48.5,,24,,,matched (3),matched (3),1398.7214,607.34839,1339.7158,460.34268,matched (3),-26468,-7293,matched (3)
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,Breast,ALL CARE,36.5,36.5,0,15.5,8.5,5.5,7,0,0,0,0,0,1.0362999,2,matched (3),114.6888888888889,matched (3),848.8333333333334,matched (3),74.143181,,45,185.70999,14.85,10.15,131.21208,YDF23, Yorkshire and the Humber,211.99617,23.68409,46.785,,71.5,48.5,,24,,,matched (3),matched (3),1398.7214,607.34839,1339.7158,460.34268,matched (3),-26468,-7293,matched (3)
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,Breast,NON-ADMITTED,6.5,6.5,0,3.5,2,0,1,0,0,0,0,0,1.0362999,2,matched (3),114.6888888888889,matched (3),848.8333333333334,matched (3),74.143181,,45,185.70999,14.85,10.15,131.21208,YDF23, Yorkshire and the Humber,211.99617,23.68409,46.785,,71.5,48.5,,24,,,matched (3),matched (3),1398.7214,607.34839,1339.7158,460.34268,matched (3),-26468,-7293,matched (3)
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,Lower Gastrointestinal,ALL CARE,16.5,15.5,1,0,1,5.5,9,0,.5,.5,0,.060606062,1.0362999,2,matched (3),114.6888888888889,matched (3),848.8333333333334,matched (3),74.143181,,45,185.70999,14.85,10.15,131.21208,YDF23, Yorkshire and the Humber,211.99617,23.68409,46.785,,71.5,48.5,,24,,,matched (3),matched (3),1398.7214,607.34839,1339.7158,460.34268,matched (3),-26468,-7293,matched (3)
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,Lower Gastrointestinal,ADMITTED,10.5,10.5,0,0,0,3,7.5,0,0,0,0,0,1.0362999,2,matched (3),114.6888888888889,matched (3),848.8333333333334,matched (3),74.143181,,45,185.70999,14.85,10.15,131.21208,YDF23, Yorkshire and the Humber,211.99617,23.68409,46.785,,71.5,48.5,,24,,,matched (3),matched (3),1398.7214,607.34839,1339.7158,460.34268,matched (3),-26468,-7293,matched (3)
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,Breast,ADMITTED,30,30,0,12,6.5,5.5,6,0,0,0,0,0,1.0362999,2,matched (3),114.6888888888889,matched (3),848.8333333333334,matched (3),74.143181,,45,185.70999,14.85,10.15,131.21208,YDF23, Yorkshire and the Humber,211.99617,23.68409,46.785,,71.5,48.5,,24,,,matched (3),matched (3),1398.7214,607.34839,1339.7158,460.34268,matched (3),-26468,-7293,matched (3)
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,Lung,ADMITTED,3.5,3.5,0,2.5,0,0,1,0,0,0,0,0,1.0362999,2,matched (3),114.6888888888889,matched (3),848.8333333333334,matched (3),74.143181,,45,185.70999,14.85,10.15,131.21208,YDF23, Yorkshire and the Humber,211.99617,23.68409,46.785,,71.5,48.5,,24,,,matched (3),matched (3),1398.7214,607.34839,1339.7158,460.34268,matched (3),-26468,-7293,matched (3)
RP5,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,Lung,ALL CARE,10.5,9,1.5,5.5,0,1,2.5,0,1,0,.5,.14285715,1.0362999,2,matched (3),114.6888888888889,matched (3),848.8333333333334,matched (3),74.143181,,45,185.70999,14.85,10.15,131.21208,YDF23, Yorkshire and the Humber,211.99617,23.68409,46.785,,71.5,48.5,,24,,,matched (3),matched (3),1398.7214,607.34839,1339.7158,460.34268,matched (3),-26468,-7293,matched (3)
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Lung,NON-ADMITTED,10,7,3,3,0,1,3,.5,2,0,.5,.30000001,1.1551,1,matched (3),43.57777777777778,matched (3),301.2111111111111,matched (3),37.299999,,25.424999,82.727501,9.5,11.45,75.075394,YDF24, Wessex,109.75289,4.2249999,,,25.4,26.9,,,,,matched (3),matched (3),546.24884,276.87289,621.75464,90.562683,matched (3),-1800,-1107,matched (3)
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Lower Gastrointestinal,ADMITTED,9,8,1,1,0,1,6,0,1,0,0,.11111111,1.1551,1,matched (3),43.57777777777778,matched (3),301.2111111111111,matched (3),37.299999,,25.424999,82.727501,9.5,11.45,75.075394,YDF24, Wessex,109.75289,4.2249999,,,25.4,26.9,,,,,matched (3),matched (3),546.24884,276.87289,621.75464,90.562683,matched (3),-1800,-1107,matched (3)
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Lower Gastrointestinal,ALL CARE,10,9,1,1,0,1,7,0,1,0,0,.1,1.1551,1,matched (3),43.57777777777778,matched (3),301.2111111111111,matched (3),37.299999,,25.424999,82.727501,9.5,11.45,75.075394,YDF24, Wessex,109.75289,4.2249999,,,25.4,26.9,,,,,matched (3),matched (3),546.24884,276.87289,621.75464,90.562683,matched (3),-1800,-1107,matched (3)
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Lung,ADMITTED,8,6,2,1,1,2,2,0,1.5,.5,0,.25,1.1551,1,matched (3),43.57777777777778,matched (3),301.2111111111111,matched (3),37.299999,,25.424999,82.727501,9.5,11.45,75.075394,YDF24, Wessex,109.75289,4.2249999,,,25.4,26.9,,,,,matched (3),matched (3),546.24884,276.87289,621.75464,90.562683,matched (3),-1800,-1107,matched (3)
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Lung,ALL CARE,18,13,5,4,1,3,5,.5,3.5,.5,.5,.27777779,1.1551,1,matched (3),43.57777777777778,matched (3),301.2111111111111,matched (3),37.299999,,25.424999,82.727501,9.5,11.45,75.075394,YDF24, Wessex,109.75289,4.2249999,,,25.4,26.9,,,,,matched (3),matched (3),546.24884,276.87289,621.75464,90.562683,matched (3),-1800,-1107,matched (3)
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Breast,ADMITTED,29,28,1,10,4,7,7,0,1,0,0,.034482758,1.1551,1,matched (3),43.57777777777778,matched (3),301.2111111111111,matched (3),37.299999,,25.424999,82.727501,9.5,11.45,75.075394,YDF24, Wessex,109.75289,4.2249999,,,25.4,26.9,,,,,matched (3),matched (3),546.24884,276.87289,621.75464,90.562683,matched (3),-1800,-1107,matched (3)
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Breast,ALL CARE,35,34,1,16,4,7,7,0,1,0,0,.028571429,1.1551,1,matched (3),43.57777777777778,matched (3),301.2111111111111,matched (3),37.299999,,25.424999,82.727501,9.5,11.45,75.075394,YDF24, Wessex,109.75289,4.2249999,,,25.4,26.9,,,,,matched (3),matched (3),546.24884,276.87289,621.75464,90.562683,matched (3),-1800,-1107,matched (3)
RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,Breast,NON-ADMITTED,6,6,0,6,0,0,0,0,0,0,0,0,1.1551,1,matched (3),43.57777777777778,matched (3),301.2111111111111,matched (3),37.299999,,25.424999,82.727501,9.5,11.45,75.075394,YDF24, Wessex,109.75289,4.2249999,,,25.4,26.9,,,,,matched (3),matched (3),546.24884,276.87289,621.75464,90.562683,matched (3),-1800,-1107,matched (3)
RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Breast,ADMITTED,20,19,1,5,4,3,7,0,0,1,0,.050000001,1.0231,2,matched (3),58.66666666666666,matched (3),659.4888888888889,matched (3),81.534996,49.739552,54.049999,207.47934,19.700001,26,164.71033,YDF22, East of England,241.42236,19.756001,20.012501,.44999999,164.31175,55.259499,49.799999,51.687,.51508999,,matched (3),matched (3),1339.8599,458.40848,745.98291,150.24774,matched (3),-8650,-29533,matched (3)
RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Breast,ALL CARE,53.5,50,3.5,21,8.5,7.5,13,2.5,0,1,0,.065420561,1.0231,2,matched (3),58.66666666666666,matched (3),659.4888888888889,matched (3),81.534996,49.739552,54.049999,207.47934,19.700001,26,164.71033,YDF22, East of England,241.42236,19.756001,20.012501,.44999999,164.31175,55.259499,49.799999,51.687,.51508999,,matched (3),matched (3),1339.8599,458.40848,745.98291,150.24774,matched (3),-8650,-29533,matched (3)
RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Lung,NON-ADMITTED,24,12.5,11.5,3,1,2,6.5,2.5,4,1.5,3.5,.47916666,1.0231,2,matched (3),58.66666666666666,matched (3),659.4888888888889,matched (3),81.534996,49.739552,54.049999,207.47934,19.700001,26,164.71033,YDF22, East of England,241.42236,19.756001,20.012501,.44999999,164.31175,55.259499,49.799999,51.687,.51508999,,matched (3),matched (3),1339.8599,458.40848,745.98291,150.24774,matched (3),-8650,-29533,matched (3)
RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Breast,NON-ADMITTED,33.5,31,2.5,16,4.5,4.5,6,2.5,0,0,0,.074626863,1.0231,2,matched (3),58.66666666666666,matched (3),659.4888888888889,matched (3),81.534996,49.739552,54.049999,207.47934,19.700001,26,164.71033,YDF22, East of England,241.42236,19.756001,20.012501,.44999999,164.31175,55.259499,49.799999,51.687,.51508999,,matched (3),matched (3),1339.8599,458.40848,745.98291,150.24774,matched (3),-8650,-29533,matched (3)
RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Lower Gastrointestinal,ALL CARE,29.5,14.5,15,2,1,3.5,8,1,2,6.5,5.5,.50847459,1.0231,2,matched (3),58.66666666666666,matched (3),659.4888888888889,matched (3),81.534996,49.739552,54.049999,207.47934,19.700001,26,164.71033,YDF22, East of England,241.42236,19.756001,20.012501,.44999999,164.31175,55.259499,49.799999,51.687,.51508999,,matched (3),matched (3),1339.8599,458.40848,745.98291,150.24774,matched (3),-8650,-29533,matched (3)
RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Lower Gastrointestinal,ADMITTED,15.5,9.5,6,0,1,3,5.5,0,0,5,1,.38709676,1.0231,2,matched (3),58.66666666666666,matched (3),659.4888888888889,matched (3),81.534996,49.739552,54.049999,207.47934,19.700001,26,164.71033,YDF22, East of England,241.42236,19.756001,20.012501,.44999999,164.31175,55.259499,49.799999,51.687,.51508999,,matched (3),matched (3),1339.8599,458.40848,745.98291,150.24774,matched (3),-8650,-29533,matched (3)
RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Lung,ALL CARE,30,15,15,3,1,2.5,8.5,4.5,4.5,1.5,4.5,.5,1.0231,2,matched (3),58.66666666666666,matched (3),659.4888888888889,matched (3),81.534996,49.739552,54.049999,207.47934,19.700001,26,164.71033,YDF22, East of England,241.42236,19.756001,20.012501,.44999999,164.31175,55.259499,49.799999,51.687,.51508999,,matched (3),matched (3),1339.8599,458.40848,745.98291,150.24774,matched (3),-8650,-29533,matched (3)
RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Lower Gastrointestinal,NON-ADMITTED,14,5,9,2,0,.5,2.5,1,2,1.5,4.5,.64285713,1.0231,2,matched (3),58.66666666666666,matched (3),659.4888888888889,matched (3),81.534996,49.739552,54.049999,207.47934,19.700001,26,164.71033,YDF22, East of England,241.42236,19.756001,20.012501,.44999999,164.31175,55.259499,49.799999,51.687,.51508999,,matched (3),matched (3),1339.8599,458.40848,745.98291,150.24774,matched (3),-8650,-29533,matched (3)
RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,Lung,ADMITTED,6,2.5,3.5,0,0,.5,2,2,.5,0,1,.58333331,1.0231,2,matched (3),58.66666666666666,matched (3),659.4888888888889,matched (3),81.534996,49.739552,54.049999,207.47934,19.700001,26,164.71033,YDF22, East of England,241.42236,19.756001,20.012501,.44999999,164.31175,55.259499,49.799999,51.687,.51508999,,matched (3),matched (3),1339.8599,458.40848,745.98291,150.24774,matched (3),-8650,-29533,matched (3)
RJN,EAST CHESHIRE NHS TRUST,Breast,ADMITTED,17.5,17,.5,7,4,4,2,.5,0,0,0,.028571429,1.1138999,2,matched (3),47.26666666666667,matched (3),337.7888888888889,matched (3),23.450001,,19.575001,67.214211,4.3000002,12.45,46.513641,YDF31, North West,62.150002,7.3636398,26.549999,,25.700001,14,,,5.7392101,,matched (3),matched (3),604.49664,300.58551,605.69287,151.84329,matched (3),-19600,-14960,matched (3)
RJN,EAST CHESHIRE NHS TRUST,Breast,NON-ADMITTED,6.5,6.5,0,2.5,3.5,.5,0,0,0,0,0,0,1.1138999,2,matched (3),47.26666666666667,matched (3),337.7888888888889,matched (3),23.450001,,19.575001,67.214211,4.3000002,12.45,46.513641,YDF31, North West,62.150002,7.3636398,26.549999,,25.700001,14,,,5.7392101,,matched (3),matched (3),604.49664,300.58551,605.69287,151.84329,matched (3),-19600,-14960,matched (3)
RJN,EAST CHESHIRE NHS TRUST,Lung,ADMITTED,1.5,1,.5,0,0,.5,.5,.5,0,0,0,.33333334,1.1138999,2,matched (3),47.26666666666667,matched (3),337.7888888888889,matched (3),23.450001,,19.575001,67.214211,4.3000002,12.45,46.513641,YDF31, North West,62.150002,7.3636398,26.549999,,25.700001,14,,,5.7392101,,matched (3),matched (3),604.49664,300.58551,605.69287,151.84329,matched (3),-19600,-14960,matched (3)
RJN,EAST CHESHIRE NHS TRUST,Lower Gastrointestinal,ALL CARE,15,13.5,1.5,3,1,2,7.5,0,1,.5,0,.1,1.1138999,2,matched (3),47.26666666666667,matched (3),337.7888888888889,matched (3),23.450001,,19.575001,67.214211,4.3000002,12.45,46.513641,YDF31, North West,62.150002,7.3636398,26.549999,,25.700001,14,,,5.7392101,,matched (3),matched (3),604.49664,300.58551,605.69287,151.84329,matched (3),-19600,-14960,matched (3)
RJN,EAST CHESHIRE NHS TRUST,Lung,NON-ADMITTED,7.5,7.5,0,2.5,1.5,2,1.5,0,0,0,0,0,1.1138999,2,matched (3),47.26666666666667,matched (3),337.7888888888889,matched (3),23.450001,,19.575001,67.214211,4.3000002,12.45,46.513641,YDF31, North West,62.150002,7.3636398,26.549999,,25.700001,14,,,5.7392101,,matched (3),matched (3),604.49664,300.58551,605.69287,151.84329,matched (3),-19600,-14960,matched (3)
RJN,EAST CHESHIRE NHS TRUST,Lower Gastrointestinal,ADMITTED,12.5,11.5,1,3,1,1,6.5,0,1,0,0,.079999998,1.1138999,2,matched (3),47.26666666666667,matched (3),337.7888888888889,matched (3),23.450001,,19.575001,67.214211,4.3000002,12.45,46.513641,YDF31, North West,62.150002,7.3636398,26.549999,,25.700001,14,,,5.7392101,,matched (3),matched (3),604.49664,300.58551,605.69287,151.84329,matched (3),-19600,-14960,matched (3)
RJN,EAST CHESHIRE NHS TRUST,Breast,ALL CARE,24,23.5,.5,9.5,7.5,4.5,2,.5,0,0,0,.020833334,1.1138999,2,matched (3),47.26666666666667,matched (3),337.7888888888889,matched (3),23.450001,,19.575001,67.214211,4.3000002,12.45,46.513641,YDF31, North West,62.150002,7.3636398,26.549999,,25.700001,14,,,5.7392101,,matched (3),matched (3),604.49664,300.58551,605.69287,151.84329,matched (3),-19600,-14960,matched (3)
RJN,EAST CHESHIRE NHS TRUST,Lung,ALL CARE,9,8.5,.5,2.5,1.5,2.5,2,.5,0,0,0,.055555556,1.1138999,2,matched (3),47.26666666666667,matched (3),337.7888888888889,matched (3),23.450001,,19.575001,67.214211,4.3000002,12.45,46.513641,YDF31, North West,62.150002,7.3636398,26.549999,,25.700001,14,,,5.7392101,,matched (3),matched (3),604.49664,300.58551,605.69287,151.84329,matched (3),-19600,-14960,matched (3)
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Lower Gastrointestinal,ADMITTED,41.5,18.5,23,2,0,4,12.5,5,5,8,5,.55421686,1.0105,2,matched (3),45.27777777777778,matched (3),1015,matched (3),124.125,,45.099998,298.97818,30.549999,40.431999,203.01971,YDF29," Kent, Surrey and Sussex",308.47592,21.1091,60.75,,242.5,,,52.65625,.41364002,,matched (3),matched (3),1780.8248,931.36383,1686.9814,451.03745,matched (3),612,-24059,matched (3)
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Breast,ADMITTED,55,46,9,4,5,18,19,1,3,4,1,.16363636,1.0105,2,matched (3),45.27777777777778,matched (3),1015,matched (3),124.125,,45.099998,298.97818,30.549999,40.431999,203.01971,YDF29," Kent, Surrey and Sussex",308.47592,21.1091,60.75,,242.5,,,52.65625,.41364002,,matched (3),matched (3),1780.8248,931.36383,1686.9814,451.03745,matched (3),612,-24059,matched (3)
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Lung,NON-ADMITTED,23.5,16,7.5,7,0,4,5,2,2,1.5,2,.31914893,1.0105,2,matched (3),45.27777777777778,matched (3),1015,matched (3),124.125,,45.099998,298.97818,30.549999,40.431999,203.01971,YDF29," Kent, Surrey and Sussex",308.47592,21.1091,60.75,,242.5,,,52.65625,.41364002,,matched (3),matched (3),1780.8248,931.36383,1686.9814,451.03745,matched (3),612,-24059,matched (3)
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Lower Gastrointestinal,ALL CARE,44.5,21.5,23,2,1,4,14.5,5,5,8,5,.51685393,1.0105,2,matched (3),45.27777777777778,matched (3),1015,matched (3),124.125,,45.099998,298.97818,30.549999,40.431999,203.01971,YDF29," Kent, Surrey and Sussex",308.47592,21.1091,60.75,,242.5,,,52.65625,.41364002,,matched (3),matched (3),1780.8248,931.36383,1686.9814,451.03745,matched (3),612,-24059,matched (3)
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Lung,ADMITTED,20,10.5,9.5,2,1,1.5,6,3,2,2,2.5,.47499999,1.0105,2,matched (3),45.27777777777778,matched (3),1015,matched (3),124.125,,45.099998,298.97818,30.549999,40.431999,203.01971,YDF29," Kent, Surrey and Sussex",308.47592,21.1091,60.75,,242.5,,,52.65625,.41364002,,matched (3),matched (3),1780.8248,931.36383,1686.9814,451.03745,matched (3),612,-24059,matched (3)
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Breast,ALL CARE,70,60,10,12,8,20,20,1,4,4,1,.14285715,1.0105,2,matched (3),45.27777777777778,matched (3),1015,matched (3),124.125,,45.099998,298.97818,30.549999,40.431999,203.01971,YDF29," Kent, Surrey and Sussex",308.47592,21.1091,60.75,,242.5,,,52.65625,.41364002,,matched (3),matched (3),1780.8248,931.36383,1686.9814,451.03745,matched (3),612,-24059,matched (3)
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Lung,ALL CARE,43.5,26.5,17,9,1,5.5,11,5,4,3.5,4.5,.39080459,1.0105,2,matched (3),45.27777777777778,matched (3),1015,matched (3),124.125,,45.099998,298.97818,30.549999,40.431999,203.01971,YDF29," Kent, Surrey and Sussex",308.47592,21.1091,60.75,,242.5,,,52.65625,.41364002,,matched (3),matched (3),1780.8248,931.36383,1686.9814,451.03745,matched (3),612,-24059,matched (3)
RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,Breast,NON-ADMITTED,15,14,1,8,3,2,1,0,1,0,0,.06666667,1.0105,2,matched (3),45.27777777777778,matched (3),1015,matched (3),124.125,,45.099998,298.97818,30.549999,40.431999,203.01971,YDF29," Kent, Surrey and Sussex",308.47592,21.1091,60.75,,242.5,,,52.65625,.41364002,,matched (3),matched (3),1780.8248,931.36383,1686.9814,451.03745,matched (3),612,-24059,matched (3)
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Lower Gastrointestinal,NON-ADMITTED,10,7.5,2.5,1.5,1,1,4,1.5,0,1,0,.25,1.0443,2,matched (3),131.7444444444444,matched (3),896.1555555555556,matched (3),93.25,,50.5,170.04333,23.050001,,159.95,YDF31, North West,210.72501,,37.625,,101.4,69.949997,,,5.0933299,,matched (3),matched (3),2002.6036,778.67261,1741.5977,390.15695,matched (3),-3676,3487,matched (3)
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Lower Gastrointestinal,ALL CARE,26,18.5,7.5,6.5,1,2,9,2.5,2,3,0,.28846154,1.0443,2,matched (3),131.7444444444444,matched (3),896.1555555555556,matched (3),93.25,,50.5,170.04333,23.050001,,159.95,YDF31, North West,210.72501,,37.625,,101.4,69.949997,,,5.0933299,,matched (3),matched (3),2002.6036,778.67261,1741.5977,390.15695,matched (3),-3676,3487,matched (3)
RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,Lower Gastrointestinal,ADMITTED,16,11,5,5,0,1,5,1,2,2,0,.3125,1.0443,2,matched (3),131.7444444444444,matched (3),896.1555555555556,matched (3),93.25,,50.5,170.04333,23.050001,,159.95,YDF31, North West,210.72501,,37.625,,101.4,69.949997,,,5.0933299,,matched (3),matched (3),2002.6036,778.67261,1741.5977,390.15695,matched (3),-3676,3487,matched (3)
